order_id,customer_id,order_date,Order Status,Subtotal (inc tax),sub_total,Tax Total,Shipping Cost (inc tax),Shipping Cost (ex tax),Ship Method,Order Total (inc tax),order_total,total_quantity,Date Shipped,city,state,zip,Product Details,Coupon Details
3872,1461,10/10/2019,Shipped,227,227,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,158.9,158.9,3,11/10/2019,Charlotte,NC,28277,"Product ID: 540, Product Qty: 1, Product SKU: 701-Black-S, Product Name: Mock Turtle Neck, Elbow Length Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 79.00, Product Total Price: 79.00|Product ID: 665, Product Qty: 1, Product SKU: 301-Navy-S, Product Name: V-Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Navy, Size: S, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 669, Product Qty: 1, Product SKU: 201-Black-S, Product Name: Scoop Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: S, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: columbus, Coupon Name: Columbus Day sale 30% off > $150, Coupon Value: 68.10"
3873,237,10/10/2019,Shipped,240,240,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,168,168,3,11/10/2019,Wheeling,IL,60090,"Product ID: 667, Product Qty: 2, Product SKU: 202-Black-M, Product Name: Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: Black, Size: M, Product Unit Price: 80.00, Product Total Price: 160.00|Product ID: 667, Product Qty: 1, Product SKU: 202-White-M, Product Name: Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: White, Size: M, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: columbus, Coupon Name: Columbus Day sale 30% off > $150, Coupon Value: 72.00"
3880,1640,14/10/2019,Shipped,244,244,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,170.8,170.8,3,15/10/2019,Los Altos,CA,94022,"Product ID: 658, Product Qty: 1, Product SKU: 802-White-S, Product Name: Turtleneck - Long Sleeve, Product Weight: 0.3000, Product Variation Details: Color: White, Size: S, Product Unit Price: 84.00, Product Total Price: 84.00|Product ID: 660, Product Qty: 2, Product SKU: 402-White-S, Product Name: Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 80.00, Product Total Price: 160.00","Coupon Code: columbus, Coupon Name: Columbus Day sale 30% off > $150, Coupon Value: 73.20"
3875,1286,13/10/2019,Shipped,249,249,0,6.5,6.5,USPS - Priority Mail - 2 to 3 days,180.8,180.8,3,14/10/2019,Winston Salem,NC,27101,"Product ID: 606, Product Qty: 1, Product SKU: 1041-Black-XL, Product Name: Tank Dress, Product Weight: 0.3500, Product Variation Details: Size: XL, Product Unit Price: 89.00, Product Total Price: 89.00|Product ID: 667, Product Qty: 2, Product SKU: 202-Black-L, Product Name: Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: Black, Size: L, Product Unit Price: 80.00, Product Total Price: 160.00","Coupon Code: columbus, Coupon Name: Columbus Day sale 30% off > $150, Coupon Value: 74.70"
1142,409,22/04/2013,Shipped,140.98,131,2.36,5.5,5.5,Ship by Weight,38.86,38.86,2,22/04/2013,denver,CO,80210,"Product ID: 510, Product Qty: 1, Product SKU: 402-Black-XS, Product Name: Crew Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: XS, Product Unit Price: 74.26, Product Total Price: 74.26|Product ID: 574, Product Qty: 1, Product SKU: 501-Grey-XS, Product Name: Tank, Slate Gray, Product Weight: 0.3500, Product Variation Details: Size: XS, Product Unit Price: 66.72, Product Total Price: 66.72","Coupon Code: Cory85694385, Coupon Name: Cory Auction $100, Coupon Value: 100.00"
1011,656,12/12/2012,Shipped,74.26,69,0,5.5,5.5,Ship by Weight,5.5,5.5,1,13/12/2012,Denver,CO,80210,"Product ID: 573, Product Qty: 1, Product SKU: 302-Grey-M, Product Name: V-Neck, Long Sleeve, Slate Gray, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 74.26, Product Total Price: 74.26","Coupon Code: CRAIC2SN2X, Coupon Name: CRAIC Donation 1, Coupon Value: 69.00"
1194,752,11/8/2013,Shipped,79.64,74,0,5.5,5.5,Ship by Weight,5.5,5.5,2,12/8/2013,Denver,CO,80222,"Product ID: 509, Product Qty: 1, Product SKU: 401-Black-M, Product Name: Crew Neck, Short Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 66.72, Product Total Price: 66.72|Product ID: 526, Product Qty: 1, Product SKU: 1020-White-M, Product Name: Lace Trim Boyshort, White, Product Weight: 0.1000, Product Variation Details: Size: M, Product Unit Price: 12.91, Product Total Price: 12.91","Coupon Code: CRAIC98DZ62K93K, Coupon Name: Craic Auction 2, Coupon Value: 74.00"
2688,1347,28/11/2016,Shipped,351,351,0,0,0,Free Shipping,245.7,245.7,5,30/11/2016,San Francisco,CA,94115,"Product ID: 495, Product Qty: 1, Product SKU: 202-Natural-M, Product Name: Modest Scoop, Long Sleeve, Natural, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 69.00, Product Total Price: 69.00|Product ID: 496, Product Qty: 1, Product SKU: 202-Black-M, Product Name: Modest Scoop, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 497, Product Qty: 1, Product SKU: 201-Black-M, Product Name: Modest Scoop, Short Sleeve, Black , Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 67.00, Product Total Price: 67.00|Product ID: 505, Product Qty: 1, Product SKU: 201-White-M, Product Name: Modest Scoop, Short Sleeve, White, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 67.00, Product Total Price: 67.00|Product ID: 506, Product Qty: 1, Product SKU: 202-White-M, Product Name: Modest Scoop, Long Sleeve, White, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 105.30"
4224,1037,29/11/2020,Shipped,79,79,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,63.2,63.2,1,30/11/2020,Sugar Hill,GA,30518,"Product ID: 655, Product Qty: 1, Product SKU: 801-Black-L, Product Name: Luxury Turtleneck Tank, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: L, Product Unit Price: 79.00, Product Total Price: 79.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 15.80"
4229,1753,30/11/2020,Shipped,79,79,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,63.2,63.2,1,1/12/2020,WALTHAM,MA,2453,"Product ID: 600, Product Qty: 1, Product SKU: 802-FuchsiaPurple-XS, Product Name: Turtleneck, Long Sleeve, Pink, Product Weight: 0.3000, Product Variation Details: Size: XS, Product Unit Price: 79.00, Product Total Price: 79.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 15.80"
4234,1035,30/11/2020,Shipped,82.33,80,1.86,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,65.86,64,1,1/12/2020,Lafayette,CO,80026,"Product ID: 667, Product Qty: 1, Product SKU: 202-Black-L, Product Name: Luxury Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: Black, Size: L, Product Unit Price: 82.33, Product Total Price: 82.33","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 16.00"
2677,1346,28/11/2016,Shipped,67,67,0,5.5,5.5,Ship by Weight,52.4,52.4,1,29/11/2016,potomac,MD,20854,"Product ID: 509, Product Qty: 1, Product SKU: 401-Black-S, Product Name: Crew Neck, Short Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 67.00, Product Total Price: 67.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 20.10"
2671,1110,28/11/2016,Shipped,76,76,0,0,0,Free Shipping,53.2,53.2,1,29/11/2016,Greenwich,CT,6830,"Product ID: 558, Product Qty: 1, Product SKU: 802-Black-XL, Product Name: Turtleneck, Long Sleeve, Black, Product Weight: 0.3000, Product Variation Details: Size: XL, Product Unit Price: 76.00, Product Total Price: 76.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 22.80"
4223,1377,29/11/2020,Shipped,148,148,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,118.4,118.4,2,30/11/2020,San Antonio,TX,78229,"Product ID: 665, Product Qty: 1, Product SKU: 301-White-M, Product Name: Luxury V-Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: M, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 669, Product Qty: 1, Product SKU: 201-White-M, Product Name: Luxury Scoop Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: M, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 29.60"
4226,1146,30/11/2020,Shipped,148,148,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,118.4,118.4,2,30/11/2020,Miami,FL,33133,"Product ID: 653, Product Qty: 2, Product SKU: 401-Black-XL, Product Name: Luxury Crew Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: XL, Product Unit Price: 74.00, Product Total Price: 148.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 29.60"
4231,308,30/11/2020,Shipped,154,154,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,123.2,123.2,2,1/12/2020,morton,IL,61550,"Product ID: 657, Product Qty: 1, Product SKU: 1001-White-M, Product Name: Luxury High Neck Tank, Product Weight: 0.3500, Product Variation Details: Color: White, Size: M, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 660, Product Qty: 1, Product SKU: 402-White-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 30.80"
4233,42,30/11/2020,Shipped,172.25,160,9.8,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,137.8,128,2,1/12/2020,DENVER,CO,80206,"Product ID: 660, Product Qty: 1, Product SKU: 402-Black-M, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: M, Product Unit Price: 86.13, Product Total Price: 86.13|Product ID: 664, Product Qty: 1, Product SKU: 302-Black-M, Product Name: Luxury V-Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: M, Product Unit Price: 86.13, Product Total Price: 86.13","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 32.00"
3930,241,2/12/2019,Shipped,149,149,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,114.5,114.5,2,2/12/2019,Sparta,NJ,7871,"Product ID: 657, Product Qty: 1, Product SKU: 1001-Black-S, Product Name: High Neck Tank, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: S, Product Unit Price: 69.00, Product Total Price: 69.00|Product ID: 660, Product Qty: 1, Product SKU: 402-Black-S, Product Name: Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 34.50"
2680,1247,28/11/2016,Shipped,148,148,0,0,0,Free Shipping,103.6,103.6,2,29/11/2016,Mill Valley,CA,94941,"Product ID: 500, Product Qty: 1, Product SKU: 302-Black-L, Product Name: V-Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: L, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 510, Product Qty: 1, Product SKU: 402-Black-M, Product Name: Crew Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 44.40"
2678,358,28/11/2016,Shipped,148,148,0,0,0,Free Shipping,103.6,103.6,2,29/11/2016,San Francisco,CA,94117,"Product ID: 510, Product Qty: 1, Product SKU: 402-Black-S, Product Name: Crew Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 543, Product Qty: 1, Product SKU: 402-White-S, Product Name: Crew Neck, Long Sleeve, White, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 44.40"
2675,216,28/11/2016,Shipped,148,148,0,0,0,Free Shipping,103.6,103.6,2,29/11/2016,Lawrenceville,NJ,8648,"Product ID: 510, Product Qty: 1, Product SKU: 402-Black-XL, Product Name: Crew Neck, Long Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: XL, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 638, Product Qty: 1, Product SKU: 402-Ivory-L, Product Name: Crew Neck, Long Sleeve, Ivory, Product Weight: 0.3500, Product Variation Details: Size: L, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 44.40"
4225,1378,30/11/2020,Shipped,240,240,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,192,192,3,30/11/2020,Los Altos,CA,94022,"Product ID: 660, Product Qty: 1, Product SKU: 402-Black-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 660, Product Qty: 1, Product SKU: 402-Navy-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Navy, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 660, Product Qty: 1, Product SKU: 402-SlateGray-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Slate Gray, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 48.00"
4230,9071,30/11/2020,Shipped,320,320,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,256,256,4,1/12/2020,Pebble Beach,CA,93953,"Product ID: 660, Product Qty: 1, Product SKU: 402-Black-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 660, Product Qty: 1, Product SKU: 402-ChiliPepperRed-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Chili Pepper Red, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 660, Product Qty: 1, Product SKU: 402-White-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 660, Product Qty: 1, Product SKU: 402-Ivory-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Ivory, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 64.00"
3928,1242,1/12/2019,Shipped,136,136,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,68,68,2,2/12/2019,Greensburg,PA,15601,"Product ID: 668, Product Qty: 1, Product SKU: 601-White-M, Product Name: Camisole, Product Weight: 0.3500, Product Variation Details: Color: White, Size: M, Product Unit Price: 68.00, Product Total Price: 68.00|Product ID: 668, Product Qty: 1, Product SKU: 601-Black-M, Product Name: Camisole, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: M, Product Unit Price: 68.00, Product Total Price: 68.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 68.00"
3932,1217,2/12/2019,Shipped,145,145,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,72.5,72.5,2,3/12/2019,Fremont,CA,94539-5442,"Product ID: 586, Product Qty: 1, Product SKU: 402-FuchsiaPurple-S, Product Name: Crew Neck, Long Sleeve, Pink, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 76.00, Product Total Price: 76.00|Product ID: 607, Product Qty: 1, Product SKU: 230-FuchsiaPurple-S, Product Name: Scoop Neck, 3/4 Sleeve, Pink, Product Weight: 0.3500, Product Variation Details: Size: S, Product Unit Price: 69.00, Product Total Price: 69.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 72.50"
3933,1460,3/12/2019,Shipped,147,147,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,73.5,73.5,3,3/12/2019,Washington,DC,20009,"Product ID: 671, Product Qty: 1, Product SKU: 3000-Navy, Product Name: Scarf, Product Weight: 0.3000, Product Variation Details: Color: Navy, Size: One Size, Product Unit Price: 49.00, Product Total Price: 49.00|Product ID: 671, Product Qty: 1, Product SKU: 3000-Java, Product Name: Scarf, Product Weight: 0.3000, Product Variation Details: Color: Java, Size: One Size, Product Unit Price: 49.00, Product Total Price: 49.00|Product ID: 671, Product Qty: 1, Product SKU: 3000-White, Product Name: Scarf, Product Weight: 0.3000, Product Variation Details: Color: White, Size: One Size, Product Unit Price: 49.00, Product Total Price: 49.00","Coupon Code: cyber, Coupon Name: 20% off all orders formally cyber 50% off orders over $100, Coupon Value: 73.50"
4144,1720,27/09/2020,Shipped,74,74,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,62.9,62.9,1,28/09/2020,Los Angeles,CA,90046,"Product ID: 653, Product Qty: 1, Product SKU: 401-White-S, Product Name: Luxury Crew Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: dawn15, Coupon Name: dawn gallagher, Coupon Value: 11.10"
4240,1759,4/12/2020,Shipped,240,240,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,204,204,3,4/12/2020,Dallas,TX,75219,"Product ID: 660, Product Qty: 1, Product SKU: 402-White-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: S, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 660, Product Qty: 2, Product SKU: 402-Black-S, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: S, Product Unit Price: 80.00, Product Total Price: 160.00","Coupon Code: dawn15, Coupon Name: dawn gallagher, Coupon Value: 36.00"
3275,1031,12/12/2017,Shipped,67,67,0,0,0,Free Shipping,40.2,40.2,1,13/12/2017,Kaukauna,WI,54130,"Product ID: 637, Product Qty: 1, Product SKU: 401-Ivory-M, Product Name: Crew Neck, Short Sleeve, Ivory, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 67.00, Product Total Price: 67.00","Coupon Code: Day7Tee, Coupon Name: Day 7 401 navy ivory 40% off, Coupon Value: 26.80"
4127,1713,4/9/2020,Shipped,74,74,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,59.2,59.2,1,8/9/2020,Steilacoom,WA,98303,"Product ID: 661, Product Qty: 1, Product SKU: 501-Bluestone-S, Product Name: Luxury Tank, Product Weight: 0.3500, Product Variation Details: Color: Bluestone, Size: S, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: dayoff, Coupon Name: Labor Day2020 20% off, Coupon Value: 14.80"
4124,1708,3/9/2020,Shipped,80,80,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,64,64,1,3/9/2020,Ocean View,HI,96737,"Product ID: 660, Product Qty: 1, Product SKU: 402-Black-L, Product Name: Luxury Crew Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: L, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: dayoff, Coupon Name: Labor Day2020 20% off, Coupon Value: 16.00"
4132,984,7/9/2020,Shipped,148,148,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,118.4,118.4,2,8/9/2020,Houston,TX,77056,"Product ID: 661, Product Qty: 1, Product SKU: 501-Ivory-S, Product Name: Luxury Tank, Product Weight: 0.3500, Product Variation Details: Color: Ivory, Size: S, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 661, Product Qty: 1, Product SKU: 501-Navy-S, Product Name: Luxury Tank, Product Weight: 0.3500, Product Variation Details: Color: Navy, Size: S, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: dayoff, Coupon Name: Labor Day2020 20% off, Coupon Value: 29.60"
4125,1658,3/9/2020,Shipped,154,154,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,123.2,123.2,2,4/9/2020,Cupertino,CA,95014,"Product ID: 661, Product Qty: 1, Product SKU: 501-Ivory-M, Product Name: Luxury Tank, Product Weight: 0.3500, Product Variation Details: Color: Ivory, Size: M, Product Unit Price: 74.00, Product Total Price: 74.00|Product ID: 667, Product Qty: 1, Product SKU: 202-White-M, Product Name: Luxury Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: White, Size: M, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: dayoff, Coupon Name: Labor Day2020 20% off, Coupon Value: 30.80"
4126,1673,3/9/2020,Shipped,160,160,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,128,128,2,4/9/2020,Menlo Park,CA,94025,"Product ID: 664, Product Qty: 1, Product SKU: 302-Bluestone-M, Product Name: Luxury V-Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Bluestone, Size: M, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 667, Product Qty: 1, Product SKU: 202-Navy-M, Product Name: Luxury Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: Navy, Size: M, Product Unit Price: 80.00, Product Total Price: 80.00","Coupon Code: dayoff, Coupon Name: Labor Day2020 20% off, Coupon Value: 32.00"
4130,9040,5/9/2020,Shipped,251.91,234,14.33,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,201.53,187.2,3,8/9/2020,Denver,CO,80220,"Product ID: 667, Product Qty: 1, Product SKU: 202-White-M, Product Name: Luxury Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: White, Size: M, Product Unit Price: 86.13, Product Total Price: 86.13|Product ID: 667, Product Qty: 1, Product SKU: 202-Black-M, Product Name: Luxury Scoop Neck - Long Sleeve, Product Weight: 0.2000, Product Variation Details: Color: Black, Size: M, Product Unit Price: 86.13, Product Total Price: 86.13|Product ID: 669, Product Qty: 1, Product SKU: 201-White-M, Product Name: Luxury Scoop Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: M, Product Unit Price: 79.66, Product Total Price: 79.66","Coupon Code: dayoff, Coupon Name: Labor Day2020 20% off, Coupon Value: 46.80"
4129,1388,5/9/2020,Shipped,298,298,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,238.4,238.4,4,8/9/2020,Pittsford,NY,14534-4710,"Product ID: 540, Product Qty: 1, Product SKU: 701-Black-M, Product Name: Mock Turtle Neck, Elbow Length Sleeve, Black, Product Weight: 0.3500, Product Variation Details: Size: M, Product Unit Price: 79.00, Product Total Price: 79.00|Product ID: 664, Product Qty: 1, Product SKU: 302-Black-M, Product Name: Luxury V-Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Black, Size: M, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 664, Product Qty: 1, Product SKU: 302-SlateGray-M, Product Name: Luxury V-Neck - Long Sleeve, Product Weight: 0.3500, Product Variation Details: Color: Slate Gray, Size: M, Product Unit Price: 80.00, Product Total Price: 80.00|Product ID: 666, Product Qty: 1, Product SKU: 901-Navy-M, Product Name: Racerback Tank, Product Weight: 0.3000, Product Variation Details: Color: Navy, Size: M, Product Unit Price: 59.00, Product Total Price: 59.00","Coupon Code: dayoff, Coupon Name: Labor Day2020 20% off, Coupon Value: 59.60"
4131,1548,6/9/2020,Shipped,336,336,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,268.8,268.8,4,8/9/2020,Harrisburg,IL,62946,"Product ID: 658, Product Qty: 4, Product SKU: 802-Black-XL, Product Name: Luxury Turtleneck - Long Sleeve, Product Weight: 0.3000, Product Variation Details: Color: Black, Size: XL, Product Unit Price: 84.00, Product Total Price: 336.00","Coupon Code: dayoff, Coupon Name: Labor Day2020 20% off, Coupon Value: 67.20"
2788,213,14/12/2016,Shipped,46.31,45,0.91,0,0,Free Shipping,32.41,31.5,1,15/12/2016,Littleton,CO,80127,"Product ID: 616, Product Qty: 1, Product SKU: 3000-Black-One Size, Product Name: Scarf, Black, Product Weight: 0.3000, Product Variation Details: One Size: Yes, Product Unit Price: 46.31, Product Total Price: 46.31","Coupon Code: DC30, Coupon Name: 30% off for C. Gaines friend., Coupon Value: 13.50"
3664,1284,4/1/2019,Shipped,86.44,84,1.22,0,0,Free Shipping - USPS - First Class Mail - 4 to 7 days,43.22,42,1,7/1/2019,Greenwood Village,CO,80111,"Product ID: 558, Product Qty: 1, Product SKU: 802-Black-XL, Product Name: Turtleneck, Long Sleeve, Black, Product Weight: 0.3000, Product Variation Details: Size: XL, Product Unit Price: 86.44, Product Total Price: 86.44","Coupon Code: debg, Coupon Name: 50% off for Deb Gustafson, Coupon Value: 42.00"
3953,705,24/12/2019,Shipped,74,74,0,0,0,Free Shipping in USA - USPS - First Class Mail - 4 to 7 days,59.2,59.2,1,26/12/2019,western springs,IL,60558,"Product ID: 653, Product Qty: 1, Product SKU: 401-White-M, Product Name: Crew Neck - Short Sleeve, Product Weight: 0.3500, Product Variation Details: Color: White, Size: M, Product Unit Price: 74.00, Product Total Price: 74.00","Coupon Code: December, Coupon Name: 20% off December 2019, Coupon Value: 14.80"
